,Molecule ChEMBL ID,,Molecule ChEMBL ID,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
124,CHEMBL191820,117,CHEMBL191820,496.4,1,6,49 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C12CC3CC(CC(C3)C1)C2,IC50,'=',70,nM,7.16,,,UO_0000065,14.41,0.31,1.15,9.46,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
125,CHEMBL194227,118,CHEMBL194227,480.36,1,5.72,45 (table 1),Cc1ccc(CCC(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
126,CHEMBL195832,119,CHEMBL195832,557.4,2,6.35,71 (table 4),O=C(Nc1ccccc1C(=O)O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'>',50,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
127,CHEMBL191661,120,CHEMBL191661,481.35,0,4.12,64 (table 4),O=C(NCCO)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'=',8,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
128,CHEMBL192269,121,CHEMBL192269,449.24,0,4.04,46 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C1CC1,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
129,CHEMBL189927,122,CHEMBL189927,456.27,1,5.24,33 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1F,IC50,'=',180,nM,6.75,,,UO_0000065,14.78,0.32,1.5,8.92,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
130,CHEMBL189927,123,CHEMBL189927,456.27,1,5.24,33 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1F,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
131,CHEMBL193835,124,CHEMBL193835,444.33,1,5.36,50 (table 2),O=C(CC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
132,CHEMBL192842,125,CHEMBL192842,505.35,2,5.6,51 (table 2),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,IC50,'=',7000,nM,5.16,,,UO_0000065,10.2,0.24,-0.45,6.82,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
133,CHEMBL192358,126,CHEMBL192358,456.34,1,5.22,48 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C1CC2CCC1C2,IC50,'=',100,nM,7,,,UO_0000065,15.34,0.33,1.78,9.26,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
134,CHEMBL195802,127,CHEMBL195802,484.32,1,5.56,44 (table 1),O=C(CCc1ccc(F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
135,CHEMBL195832,128,CHEMBL195832,557.4,2,6.35,71 (table 4),O=C(Nc1ccccc1C(=O)O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,CC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
136,CHEMBL426088,129,CHEMBL426088,531.2,2,5.79,37 (table 1),O=C(Cc1ccc(Br)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
137,CHEMBL192409,130,CHEMBL192409,476.34,1,5.89,62 (table 3),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccc(F)cc2Br)cc1)C(=O)O,Ratio,'=',0.8,,,,,,,,,,0,CHEMBL831764,Ratio for cellular to RNA dependent RNA polymerase Nonstructural protein 5B activity in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
138,CHEMBL193049,131,CHEMBL193049,333.34,0,3.8,1 PNU-248809 (Page 2812),O=C(O)/C(=C/c1ccc(-c2ccccc2)o1)NC(=O)c1ccccc1,IC50,'=',6700,nM,5.17,,,UO_0000065,15.52,0.28,1.37,6.5,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
139,CHEMBL363426,132,CHEMBL363426,515.3,1,4.36,56 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C(O)c1ccccc1,IC50,'=',3100,nM,5.51,,,UO_0000065,10.69,0.25,1.15,5.75,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
140,CHEMBL192896,133,CHEMBL192896,454.28,0,4.8,29 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1O,IC50,'=',80,nM,7.1,,,UO_0000065,15.62,0.33,2.3,7.4,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
141,CHEMBL191749,134,CHEMBL191749,458.35,1,5.75,59 (table 3),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',6000,nM,5.22,,,UO_0000065,11.39,0.25,-0.53,6.9,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
142,CHEMBL426088,135,CHEMBL426088,531.2,2,5.79,37 (table 1),O=C(Cc1ccc(Br)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
143,CHEMBL188442,136,CHEMBL188442,438.28,1,5.1,2 (Page 2812),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',100,nM,7,,,UO_0000065,15.97,0.34,1.9,9.26,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
144,CHEMBL188442,,,438.28,1,5.1,2 (Page 2812),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,T1/2,'=',1.5,hr,,,,UO_0000032,,,,,0,CHEMBL836915,Half life was determined upon oral administration to rat,F,BAO_0000218,organism-based format,Rattus norvegicus,None,None,None,None,,,,CHEMBL612558,ADMET,,ADMET,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
145,CHEMBL192896,137,CHEMBL192896,454.28,0,4.8,29 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
146,CHEMBL192215,138,CHEMBL192215,578.2,2,5.63,39 (table 1),O=C(Cc1ccc(I)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
147,CHEMBL191977,139,CHEMBL191977,444.33,1,5.36,47 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C1CCCCC1,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
148,CHEMBL427171,140,CHEMBL427171,486.75,1,5.68,38 (table 1),O=C(Cc1ccc(Cl)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
149,CHEMBL365105,141,CHEMBL365105,517.17,2,5.86,32 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(Br)cc1,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
150,CHEMBL190800,142,CHEMBL190800,472.72,1,5.75,31 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(Cl)cc1,IC50,'=',110,nM,6.96,,,UO_0000065,14.72,0.33,1.21,9.2,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
151,CHEMBL192269,143,CHEMBL192269,449.24,0,4.04,46 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C1CC1,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
152,CHEMBL192137,144,CHEMBL192137,453.23,0,3.01,55 (table 2),CC(O)C(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,IC50,'=',4800,nM,5.32,,,UO_0000065,11.74,0.29,2.31,5.55,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
153,CHEMBL191977,145,CHEMBL191977,444.33,1,5.36,47 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C1CCCCC1,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
154,CHEMBL191820,146,CHEMBL191820,496.4,1,6,49 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C12CC3CC(CC(C3)C1)C2,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
155,CHEMBL192358,147,CHEMBL192358,456.34,1,5.22,48 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C1CC2CCC1C2,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
156,CHEMBL195149,148,CHEMBL195149,467.32,0,4.69,27 (table 4),CONC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'>',50,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
157,CHEMBL192674,149,CHEMBL192674,407.51,1,5.55,61 (table 3),CCc1ccccc1Oc1ccc(/C=C(\NC(=O)CCC2CCCC2)C(=O)O)cc1,IC50,'=',7100,nM,5.15,,,UO_0000065,12.63,0.23,-0.4,6.81,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
158,CHEMBL194448,150,CHEMBL194448,495.27,0,3.88,58 (table 2),O=C(O)CCCC(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
159,CHEMBL193835,151,CHEMBL193835,444.33,1,5.36,50 (table 2),O=C(CC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',850,nM,6.07,,,UO_0000065,13.66,0.3,0.71,8.03,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
160,CHEMBL192137,152,CHEMBL192137,453.23,0,3.01,55 (table 2),CC(O)C(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
161,CHEMBL365135,153,CHEMBL365135,466.33,1,5.66,28 (table 1),CCc1ccccc1C(=O)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',50,nM,7.3,,,UO_0000065,15.66,0.33,1.64,9.65,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
162,CHEMBL371821,154,CHEMBL371821,474.26,1,5.38,35 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(F)c(F)c1,IC50,'=',230,nM,6.64,,,UO_0000065,14,0.3,1.26,8.78,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
163,CHEMBL189927,155,CHEMBL189927,456.27,1,5.24,33 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1F,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
